enroll,SAT,GPA,scholarship
1,1267,3.37,11200.000000000002
0,1485,3.56,17400.0
0,1390,3.42,0.0
0,1487,3.71,11299.999999999998
1,1425,3.44,22500.0
1,1025,2.67,0.0
0,1338,3.5,8100.000000000001
0,1309,3.29,7200.0
0,1291,3.2,0.0
0,1492,3.71,5300.0
1,1120,2.75,0.0
1,1304,3.25,10700.0
1,1401,3.38,17600.0
0,1508,3.91,17800.0
0,1480,3.6,11299.999999999998
1,1325,3.23,19100.0
1,1135,2.84,0.0
0,1262,2.97,0.0
0,1470,3.73,12800.0
1,1075,2.65,6600.0
0,1559,3.82,11399.999999999998
0,1436,3.4,10900.0
1,1021,2.68,0.0
0,1536,3.84,23500.0
0,1560,3.85,16200.000000000002
0,1289,3.35,0.0
1,1037,2.76,0.0
1,1195,2.82,0.0
0,1253,3.04,0.0
1,1193,2.81,0.0
1,1129,2.76,6700.0
0,1541,3.67,9400.0
0,1245,3.11,0.0
0,1319,3.45,7200.0
0,1293,3.31,7500.0
0,1384,3.51,0.0
1,1019,2.55,0.0
0,1444,3.67,0.0
1,1411,3.65,22700.0
0,1576,3.8,0.0
1,1402,3.61,23000.0
0,1334,3.35,8400.0
1,1013,2.55,8300.0
0,1337,3.47,0.0
0,1227,3.17,0.0
1,1234,2.92,0.0
0,1479,3.83,10200.0
0,1310,3.19,0.0
1,1109,2.95,0.0
1,1000,2.49,8400.0
0,1430,3.59,10100.0
0,1428,3.47,0.0
1,1036,2.52,16800.0
1,1021,2.49,0.0
0,1474,3.54,15100.0
1,1119,2.97,14400.0
1,1342,3.35,20500.0
1,1173,2.94,0.0
1,1108,2.68,0.0
0,1456,3.72,10200.0
0,1482,3.52,7000.0
1,1118,2.65,8100.000000000001
0,1389,3.65,16400.0
0,1559,4.02,11299.999999999998
0,1580,3.93,19300.0
1,1065,2.49,0.0
1,1022,2.42,0.0
1,1035,2.53,11900.0
0,1411,3.49,0.0
0,1452,3.79,11000.0
0,1557,3.75,0.0
1,1280,3.18,23200.0
1,1081,2.67,0.0
1,1150,2.94,0.0
0,1576,4.12,10400.0
0,1414,3.42,13300.0
0,1548,3.95,6000.0
1,1142,2.92,0.0
0,1482,3.52,16700.0
0,1519,3.71,13700.000000000002
0,1216,3.16,0.0
1,1124,2.74,5400.0
0,1503,3.91,10100.0
0,1344,3.24,10000.0
1,1144,2.86,0.0
1,1390,3.38,24100.0
1,1199,2.89,7300.0
1,1087,2.79,0.0
1,1063,2.65,0.0
1,1260,3.12,19900.0
0,1481,3.69,0.0
1,1190,2.98,14800.0
1,1013,2.56,22200.000000000004
1,1155,2.86,0.0
0,1457,3.51,0.0
1,1019,2.69,0.0
0,1415,3.46,9400.0
0,1320,3.37,8500.0
1,1417,3.51,20400.0
0,1380,3.32,11200.000000000002
0,1390,3.63,11900.0
0,1307,3.32,0.0
0,1275,3.29,0.0
0,1346,3.45,8100.000000000001
1,1016,2.62,19500.0
0,1381,3.3,0.0
1,1016,2.41,0.0
1,1090,2.54,11399.999999999998
1,1266,3.31,12400.0
0,1543,3.8,0.0
1,1253,3.05,10400.0
1,1074,2.69,0.0
1,1202,2.83,13000.0
1,1110,2.85,12400.0
1,1210,3.12,15000.0
1,1072,2.6,0.0
1,1075,2.77,0.0
1,1176,2.88,0.0
1,1153,2.72,20800.0
0,1536,3.77,13799.999999999998
0,1230,3.25,0.0
1,1342,3.16,11000.0
0,1321,3.26,0.0
0,1507,3.63,0.0
0,1377,3.28,0.0
1,1029,2.69,0.0
0,1539,3.8,0.0
1,1288,3.22,9200.0
1,1307,3.39,11200.000000000002
0,1416,3.59,14200.0
1,1292,3.11,14800.0
1,1269,3.16,21100.0
1,1268,2.98,8800.0
0,1432,3.7,14500.0
1,1043,2.71,0.0
1,1179,2.8,0.0
1,1123,2.63,0.0
1,1214,3.19,13300.0
1,1274,3.23,7600.0
0,1355,3.3,0.0
0,1325,3.24,0.0
1,1155,2.87,0.0
1,1051,2.5,13000.0
0,1340,3.53,0.0
1,1314,3.2,10200.0
1,1021,2.53,0.0
0,1577,3.84,0.0
1,1329,3.15,11800.0
0,1578,3.91,24700.000000000004
1,1053,2.78,0.0
0,1441,3.48,19100.0
1,1001,2.41,17400.0
0,1460,3.66,15500.0
0,1393,3.41,16800.0
1,1106,2.77,21900.0
0,1309,3.39,0.0
0,1461,3.82,11200.000000000002
0,1302,3.34,0.0
1,1015,2.37,22000.0
1,1066,2.66,7100.0
1,1142,2.72,0.0
0,1479,3.51,13700.000000000002
0,1521,3.86,0.0
0,1559,3.8,24100.0
1,1043,2.6,0.0
0,1529,3.98,0.0
1,1176,2.76,0.0
1,1216,2.94,10000.0
1,1226,2.95,18600.0
1,1172,2.97,0.0
0,1451,3.52,12000.0
1,1070,2.81,0.0
0,1275,3.15,0.0
0,1306,3.09,0.0
1,1400,3.33,20600.0
1,1088,2.57,19100.0
0,1339,3.21,0.0
1,1236,2.97,0.0
0,1521,3.97,6500.0
1,1090,2.86,0.0
1,1201,2.88,7600.0
1,1244,3.05,7000.0
0,1574,3.88,9800.0
0,1393,3.3,8900.0
0,1533,3.99,10400.0
1,1104,2.6,0.0
0,1517,3.97,0.0
0,1340,3.2,0.0
1,1160,2.86,0.0
1,1019,2.38,7400.0
0,1462,3.54,12100.0
1,1236,3.03,7900.0
1,1197,2.97,0.0
0,1514,3.62,9800.0
0,1273,3.08,0.0
0,1482,3.77,0.0
0,1445,3.52,0.0
1,1218,2.92,0.0
0,1455,3.47,15500.0
1,1011,2.69,0.0
1,1011,2.61,0.0
0,1458,3.6,0.0
1,1069,2.6,0.0
0,1378,3.59,8600.0
1,1137,2.7,14000.0
1,1457,3.5,24200.0
0,1479,3.58,22000.0
1,1046,2.76,13500.0
1,1163,2.9,0.0
0,1343,3.33,0.0
1,1024,2.6,7200.0
1,1283,3.25,14600.0
0,1340,3.55,15000.0
1,1008,2.4,14800.0
1,1166,2.8,23900.0
0,1549,3.84,10800.0
1,1144,3.03,0.0
0,1293,3.13,0.0
1,1376,3.53,21200.0
1,1092,2.61,5600.000000000001
1,1049,2.47,0.0
0,1527,3.7,18400.0
0,1306,3.46,8500.0
0,1370,3.29,0.0
1,1133,2.9,8300.0
0,1479,3.54,9900.0
1,1193,3.11,0.0
1,1008,2.54,0.0
0,1417,3.56,11299.999999999998
0,1410,3.62,0.0
1,1089,2.9,15800.0
0,1564,3.84,25000.0
0,1462,3.65,23300.0
1,1360,3.22,19200.0
0,1521,3.94,7500.0
1,1152,2.75,0.0
0,1532,3.93,5900.0
1,1183,2.78,15700.0
1,1115,2.68,13400.0
1,1027,2.49,0.0
1,1058,2.7,0.0
0,1415,3.34,5400.0
1,1112,2.88,8100.000000000001
1,1119,2.89,21100.0
0,1417,3.4,7400.0
0,1258,3.1,0.0
0,1474,3.55,6500.0
0,1479,3.69,14400.0
1,1440,3.55,23300.0
1,1256,2.96,5400.0
0,1279,3.37,0.0
1,1167,3.09,5900.0
0,1454,3.69,0.0
1,1152,2.88,0.0
0,1448,3.56,22400.000000000004
0,1436,3.58,11100.000000000002
0,1489,3.92,23100.0
0,1305,3.09,5500.0
0,1345,3.33,0.0
0,1513,3.67,21300.0
1,1062,2.8,13600.000000000002
0,1492,3.75,16800.0
1,1136,2.87,12300.0
1,1035,2.69,0.0
0,1485,3.76,5900.0
0,1510,3.59,11800.0
0,1279,3.03,0.0
0,1274,3.03,0.0
1,1319,3.33,21400.0
0,1452,3.45,0.0
0,1518,3.96,13899.999999999998
0,1466,3.59,11000.0
0,1563,3.91,19600.0
0,1424,3.75,22300.0
1,1060,2.81,13000.0
1,1056,2.6,16500.0
1,1182,3.08,0.0
0,1562,3.99,9600.0
0,1541,3.99,0.0
0,1554,3.73,7300.0
0,1411,3.35,0.0
1,1235,3.1,12300.0
1,1064,2.48,0.0
1,1168,2.73,0.0
0,1462,3.53,23400.0
0,1339,3.48,5300.0
1,1110,2.95,0.0
0,1483,3.62,0.0
1,1037,2.42,0.0
0,1397,3.45,11500.0
0,1557,4.02,9500.0
0,1396,3.3,10500.0
0,1461,3.68,21100.0
0,1379,3.41,10800.0
1,1061,2.6,0.0
1,1262,3.22,14500.0
0,1490,3.83,11200.000000000002
0,1338,3.44,0.0
1,1363,3.52,20600.0
0,1317,3.1,0.0
1,1125,2.77,0.0
1,1159,2.85,0.0
1,1255,3.04,24900.000000000004
0,1550,3.72,23700.0
1,1171,2.86,20000.0
0,1421,3.64,21300.0
1,1167,2.85,5500.0
0,1386,3.3,11800.0
0,1407,3.71,0.0
1,1223,3.05,0.0
1,1234,3.12,9700.0
1,1245,3.12,9700.0
0,1395,3.62,12800.0
0,1422,3.41,11200.000000000002
1,1223,3.14,14400.0
1,1241,3.12,14400.0
0,1468,3.57,17700.0
0,1552,3.86,15500.0
1,1030,2.57,0.0
1,1104,2.85,0.0
1,1074,2.53,0.0
1,1068,2.5,7500.0
1,1124,2.91,0.0
1,1179,2.75,7900.0
1,1087,2.8,0.0
1,1123,2.8,0.0
1,1199,2.92,7600.0
1,1026,2.56,0.0
0,1317,3.17,0.0
0,1244,3.23,0.0
1,1042,2.7,6800.000000000001
0,1492,3.78,24400.0
0,1558,4.06,0.0
1,1015,2.61,0.0
0,1374,3.26,7100.0
0,1391,3.42,6800.000000000001
1,1135,2.73,5699.999999999999
0,1335,3.22,0.0
0,1540,3.9,15000.0
0,1503,3.83,10400.0
0,1405,3.52,6600.0
0,1399,3.43,0.0
0,1401,3.36,7100.0
0,1427,3.5,7100.0
1,1056,2.74,0.0
1,1340,3.4,17500.0
1,1078,2.77,0.0
0,1425,3.48,0.0
1,1037,2.48,5600.000000000001
0,1538,3.88,12000.0
1,1010,2.61,0.0
1,1120,2.71,7800.0
1,1205,2.92,19000.0
0,1318,3.24,8600.0
1,1117,2.67,0.0
1,1319,3.32,25000.0
1,1098,2.89,24400.0
1,1167,2.98,14300.0
1,1118,2.97,13300.0
1,1079,2.89,9300.0
0,1424,3.51,14700.0
1,1032,2.65,0.0
1,1092,2.57,0.0
0,1393,3.46,0.0
1,1057,2.54,0.0
1,1230,3.0,10600.0
0,1554,4.07,13600.000000000002
1,1303,3.08,14500.0
1,1173,2.81,8900.0
1,1095,2.76,0.0
1,1236,2.94,0.0
0,1518,3.65,24400.0
0,1318,3.32,0.0
0,1575,3.97,14800.0
0,1290,3.14,0.0
1,1073,2.7,7600.0
0,1504,3.85,5400.0
1,1063,2.61,0.0
1,1056,2.8,11299.999999999998
0,1532,3.71,10400.0
0,1535,3.92,12700.0
0,1410,3.41,11500.0
0,1284,3.38,0.0
1,1167,2.74,0.0
0,1352,3.47,0.0
1,1009,2.42,12100.0
0,1467,3.54,8400.0
1,1054,2.54,7500.0
0,1544,3.91,0.0
1,1142,2.96,0.0
0,1552,4.04,17200.0
0,1421,3.72,14800.0
1,1237,3.01,9500.0
1,1176,2.88,0.0
1,1172,2.79,21300.0
0,1264,3.18,0.0
0,1306,3.12,0.0
1,1095,2.92,14700.0
1,1203,2.96,0.0
1,1208,3.2,12600.0
0,1476,3.71,9000.0
0,1270,3.35,0.0
0,1577,3.84,0.0
1,1024,2.72,0.0
1,1290,3.05,12600.0
0,1494,3.61,22799.999999999996
1,1203,3.08,0.0
1,1057,2.49,0.0
0,1367,3.35,0.0
0,1493,3.79,12300.0
0,1338,3.48,12900.0
0,1525,3.86,19000.0
0,1217,3.17,0.0
0,1491,3.8,9700.0
1,1069,2.59,16299.999999999998
1,1046,2.69,0.0
0,1364,3.35,7300.0
0,1416,3.43,7300.0
0,1464,3.62,11399.999999999998
0,1350,3.46,10800.0
0,1255,3.01,0.0
1,1113,2.79,0.0
1,1016,2.58,0.0
0,1397,3.67,0.0
1,1179,2.81,13500.0
1,1306,3.31,21800.0
1,1291,3.23,11200.000000000002
1,1056,2.79,0.0
0,1257,3.18,0.0
1,1100,2.81,22300.0
0,1368,3.56,7400.0
0,1455,3.47,8900.0
1,1085,2.66,0.0
1,1157,2.8,0.0
1,1051,2.69,0.0
0,1376,3.29,12300.0
1,1356,3.47,22900.0
0,1393,3.49,15300.0
0,1483,3.53,22799.999999999996
1,1130,2.67,10100.0
1,1166,3.02,0.0
0,1537,3.75,20600.0
1,1082,2.87,0.0
1,1174,2.86,13600.000000000002
0,1491,3.71,8000.0
0,1234,3.25,0.0
0,1578,3.86,18800.0
0,1399,3.61,9000.0
0,1571,3.82,14300.0
1,1058,2.78,14700.0
1,1096,2.67,14200.0
0,1269,3.24,0.0
1,1117,2.86,0.0
0,1525,3.84,17900.0
0,1528,3.86,0.0
1,1025,2.68,0.0
0,1362,3.29,0.0
1,1058,2.8,0.0
1,1248,3.15,15200.0
0,1417,3.53,10400.0
0,1235,3.16,0.0
1,1219,3.07,0.0
1,1285,3.25,14300.0
1,1027,2.65,0.0
0,1482,3.79,5400.0
0,1561,4.03,10800.0
1,1107,2.7,0.0
1,1099,2.73,0.0
1,1165,3.03,6899.999999999999
0,1380,3.43,5400.0
0,1529,4.01,0.0
0,1351,3.5,0.0
1,1059,2.78,14000.0
1,1027,2.54,0.0
0,1476,3.72,0.0
1,1042,2.67,21700.0
0,1574,3.75,7700.0
0,1526,3.7,23600.0
1,1127,2.67,0.0
1,1020,2.52,0.0
0,1283,3.29,0.0
1,1402,3.56,24800.0
0,1393,3.47,11600.0
0,1577,3.91,19900.0
0,1257,2.98,0.0
1,1051,2.71,6200.0
1,1039,2.53,0.0
0,1256,3.19,0.0
0,1523,3.98,8600.0
1,1346,3.4,18100.0
0,1452,3.51,12300.0
0,1257,3.24,0.0
1,1212,2.91,6400.0
0,1564,3.85,0.0
1,1232,2.91,10000.0
1,1389,3.57,23100.0
0,1420,3.4,8900.0
0,1448,3.62,15900.0
0,1404,3.54,11100.000000000002
1,1025,2.76,20000.0
1,1007,2.38,6400.0
1,1011,2.66,0.0
1,1095,2.62,0.0
0,1541,3.81,17600.0
0,1289,3.27,6899.999999999999
1,1003,2.65,0.0
0,1225,3.18,0.0
1,1312,3.31,22100.0
1,1279,3.16,22300.0
1,1076,2.6,0.0
1,1170,2.9,0.0
1,1211,2.84,0.0
1,1176,2.91,5300.0
0,1216,3.22,0.0
1,1210,2.98,0.0
1,1152,2.89,0.0
0,1546,3.67,8900.0
0,1359,3.4,0.0
0,1220,3.12,0.0
0,1433,3.57,16100.000000000002
0,1345,3.32,0.0
1,1000,2.67,13899.999999999998
1,1270,2.98,8400.0
0,1357,3.56,12900.0
1,1205,2.91,0.0
1,1009,2.64,9300.0
0,1524,3.78,15600.0
0,1522,3.8,5800.0
0,1362,3.57,16400.0
0,1491,3.66,0.0
1,1212,2.9,0.0
0,1415,3.51,0.0
0,1271,3.36,0.0
0,1353,3.24,0.0
0,1441,3.57,7800.0
1,1335,3.39,23900.0
0,1437,3.73,0.0
1,1395,3.39,22700.0
1,1016,2.53,10000.0
1,1114,2.91,5600.000000000001
1,1296,3.22,10400.0
0,1528,3.72,17500.0
1,1094,2.83,0.0
0,1267,2.98,0.0
0,1523,3.83,15200.0
1,1301,3.33,20600.0
1,1036,2.59,0.0
0,1503,3.68,23800.0
0,1426,3.59,18900.0
0,1524,3.93,17700.0
1,1006,2.5,6000.0
0,1523,3.76,0.0
1,1061,2.6,16400.0
1,1209,2.93,0.0
0,1344,3.3,0.0
1,1093,2.81,0.0
0,1339,3.23,0.0
0,1317,3.24,0.0
1,1166,2.94,0.0
0,1462,3.79,22799.999999999996
0,1236,3.27,0.0
1,1323,3.47,14100.0
1,1133,2.85,22200.000000000004
0,1559,3.72,15800.0
1,1033,2.75,0.0
1,1038,2.51,0.0
1,1041,2.5,13200.0
0,1467,3.78,16299.999999999998
1,1382,3.32,24900.000000000004
0,1391,3.67,8600.0
0,1414,3.47,10000.0
0,1349,3.57,16100.000000000002
1,1098,2.83,0.0
0,1299,3.33,0.0
0,1454,3.77,8300.0
1,1209,3.03,0.0
0,1468,3.47,16299.999999999998
0,1326,3.35,0.0
0,1495,3.73,19800.0
1,1425,3.43,24200.0
0,1548,3.97,0.0
0,1488,3.75,0.0
1,1164,3.02,12000.0
1,1079,2.81,0.0
1,1072,2.79,0.0
0,1530,3.96,22900.0
0,1360,3.42,5300.0
1,1130,2.9,22000.0
0,1456,3.58,12000.0
0,1272,3.26,0.0
0,1288,3.14,0.0
0,1561,3.89,0.0
0,1417,3.41,0.0
1,1406,3.6,23900.0
1,1135,2.7,0.0
0,1303,3.17,6200.0
1,1066,2.6,0.0
1,1068,2.57,9900.0
0,1366,3.58,0.0
1,1222,2.87,0.0
1,1213,2.93,0.0
1,1132,2.69,0.0
1,1191,2.81,0.0
1,1084,2.79,0.0
1,1057,2.79,5000.0
0,1511,3.6,5900.0
0,1368,3.41,7400.0
0,1287,3.23,0.0
1,1076,2.89,0.0
0,1412,3.59,8400.0
0,1282,3.03,0.0
1,1193,3.07,0.0
0,1369,3.43,9900.0
0,1543,4.01,19600.0
1,1022,2.65,14800.0
0,1301,3.28,0.0
0,1485,3.87,8500.0
0,1265,3.1,0.0
1,1214,3.09,5500.0
0,1322,3.42,0.0
0,1248,3.1,0.0
1,1312,3.38,24600.0
1,1219,3.13,13600.000000000002
0,1377,3.38,7800.0
1,1091,2.82,0.0
1,1011,2.5,0.0
1,1042,2.62,21800.0
1,1165,3.03,0.0
1,1375,3.61,20900.0
0,1347,3.34,0.0
1,1261,3.11,5200.0
0,1534,3.92,22599.999999999996
1,1021,2.65,0.0
1,1053,2.54,0.0
1,1139,3.0,0.0
0,1559,3.77,0.0
1,1148,2.87,7000.0
0,1381,3.57,13700.000000000002
0,1280,3.28,0.0
1,1102,2.71,0.0
1,1084,2.89,0.0
1,1200,3.11,7400.0
1,1163,2.98,0.0
1,1107,2.87,0.0
1,1246,3.2,6100.0
1,1119,2.91,8500.0
0,1346,3.23,6200.0
1,1226,3.0,0.0
1,1274,3.28,17400.0
0,1228,3.18,0.0
0,1476,3.7,22900.0
1,1106,2.9,24100.0
0,1458,3.7,18900.0
0,1386,3.4,10000.0
1,1198,2.93,16800.0
1,1175,3.07,0.0
1,1030,2.74,15900.0
0,1425,3.41,12800.0
1,1145,2.75,9900.0
0,1526,3.68,14000.0
1,1038,2.53,24800.0
1,1144,2.87,0.0
0,1458,3.71,7200.0
1,1342,3.26,14400.0
0,1380,3.57,16700.0
1,1141,2.79,0.0
1,1044,2.49,0.0
0,1430,3.42,0.0
0,1257,3.28,0.0
1,1361,3.25,15600.0
0,1467,3.85,6600.0
0,1551,4.06,10700.0
1,1195,3.17,0.0
1,1081,2.71,12100.0
1,1198,2.98,0.0
0,1308,3.31,0.0
0,1287,3.3,0.0
0,1487,3.84,6899.999999999999
1,1052,2.54,0.0
1,1158,2.83,14800.0
0,1427,3.59,5000.0
1,1123,2.88,0.0
1,1010,2.65,0.0
1,1155,2.75,14600.0
1,1170,3.12,0.0
1,1002,2.66,0.0
1,1034,2.48,0.0
1,1044,2.81,0.0
1,1407,3.58,25000.0
0,1371,3.57,0.0
1,1150,2.97,11100.000000000002
0,1485,3.75,15200.0
0,1429,3.55,17000.0
0,1322,3.26,0.0
0,1435,3.63,15200.0
1,1145,2.96,0.0
0,1276,3.28,0.0
1,1141,2.95,0.0
0,1321,3.34,0.0
0,1407,3.67,5400.0
0,1517,3.7,11900.0
1,1011,2.35,0.0
0,1477,3.85,0.0
0,1388,3.31,0.0
1,1384,3.45,17600.0
0,1468,3.54,0.0
1,1003,2.62,0.0
0,1514,3.93,0.0
1,1014,2.48,0.0
1,1200,2.91,0.0
1,1050,2.65,0.0
0,1555,3.77,21300.0
0,1446,3.74,11000.0
0,1579,3.76,17100.0
1,1341,3.26,14700.0
1,1230,2.98,0.0
0,1467,3.72,19300.0
0,1479,3.7,0.0
1,1168,3.12,0.0
0,1376,3.33,12500.0
1,1272,3.18,6300.0
1,1044,2.56,14400.0
0,1511,3.63,13400.0
0,1233,3.06,0.0
1,1123,2.72,0.0
0,1416,3.59,10200.0
0,1503,3.69,23300.0
1,1187,2.78,12200.0
1,1134,2.79,10300.0
1,1108,2.88,0.0
1,1194,3.1,0.0
1,1066,2.83,0.0
0,1541,3.93,8700.0
1,1101,2.56,6400.0
0,1520,3.97,14500.0
0,1422,3.38,0.0
1,1181,2.9,14800.0
1,1094,2.76,0.0
1,1222,2.95,9100.0
1,1290,3.41,10700.0
1,1171,2.82,7000.0
0,1438,3.4,11000.0
1,1024,2.73,0.0
0,1528,3.77,18300.0
0,1406,3.61,13600.000000000002
1,1073,2.79,0.0
0,1308,3.43,11500.0
1,1237,2.96,0.0
0,1424,3.36,0.0
1,1133,2.85,0.0
0,1464,3.74,10100.0
0,1479,3.69,11399.999999999998
0,1526,4.01,11800.0
0,1557,3.78,13600.000000000002
0,1499,3.76,15900.0
1,1009,2.5,0.0
0,1534,3.91,0.0
0,1341,3.35,0.0
1,1013,2.66,0.0
0,1478,3.61,17500.0
0,1305,3.28,0.0
0,1529,3.99,0.0
0,1515,3.62,13100.0
1,1083,2.88,11800.0
1,1187,3.08,0.0
0,1395,3.65,14400.0
0,1546,3.73,12000.0
1,1358,3.34,23700.0
0,1352,3.49,15400.0
1,1179,2.91,14900.0
0,1565,4.02,8100.000000000001
1,1322,3.33,13400.0
1,1206,3.01,6300.0
1,1430,3.46,23400.0
0,1555,3.79,23100.0
0,1411,3.6,11800.0
0,1556,3.81,5200.0
1,1115,2.7,15300.0
1,1119,2.91,0.0
1,1032,2.75,7000.0
0,1561,3.76,0.0
0,1538,3.88,25000.0
0,1272,3.22,0.0
0,1397,3.64,11399.999999999998
1,1153,2.78,0.0
1,1242,3.18,24000.0
0,1428,3.57,14200.0
1,1025,2.37,0.0
0,1454,3.49,20500.0
0,1234,3.25,0.0
0,1241,3.24,0.0
0,1523,4.0,21000.0
0,1540,3.69,18000.0
1,1195,2.94,0.0
0,1465,3.54,20400.0
1,1038,2.79,0.0
0,1529,3.65,7200.0
0,1244,3.04,0.0
1,1061,2.66,10100.0
0,1327,3.2,0.0
0,1317,3.18,0.0
1,1146,2.75,7900.0
0,1378,3.46,15200.0
1,1420,3.4,24700.000000000004
0,1506,3.59,24100.0
0,1401,3.62,0.0
1,1299,3.4,10800.0
1,1109,2.94,5200.0
0,1419,3.38,5000.0
0,1511,3.7,5800.0
1,1224,3.03,0.0
1,1309,3.27,10600.0
1,1110,2.96,0.0
1,1091,2.69,0.0
0,1495,3.59,20099.999999999996
0,1430,3.52,18700.0
1,1302,3.14,10700.0
1,1220,2.88,0.0
1,1142,2.95,0.0
1,1022,2.38,0.0
1,1201,3.04,0.0
1,1142,2.98,0.0
1,1110,2.79,17800.0
0,1420,3.55,0.0
0,1549,4.03,13200.0
1,1392,3.3,20400.0
1,1092,2.67,0.0
0,1465,3.51,20000.0
1,1026,2.75,0.0
1,1222,3.05,0.0
0,1272,3.07,0.0
1,1136,2.96,15200.0
0,1577,3.88,11000.0
1,1026,2.52,0.0
1,1122,2.63,5400.0
0,1448,3.69,17600.0
0,1485,3.75,9700.0
0,1517,3.78,0.0
1,1048,2.8,0.0
0,1452,3.73,11299.999999999998
1,1079,2.68,0.0
0,1260,3.1,0.0
1,1314,3.27,20700.0
1,1089,2.87,0.0
1,1044,2.65,13300.0
1,1241,3.03,8900.0
1,1146,2.83,0.0
1,1067,2.86,0.0
0,1313,3.27,0.0
0,1573,3.83,20900.0
0,1352,3.34,0.0
0,1378,3.44,8700.0
1,1047,2.47,0.0
1,1090,2.65,0.0
0,1339,3.46,0.0
0,1474,3.72,19900.0
0,1505,3.7,8600.0
0,1503,3.8,0.0
0,1551,3.81,0.0
0,1364,3.52,0.0
1,1051,2.65,0.0
0,1381,3.3,0.0
0,1360,3.45,12600.0
1,1154,3.02,0.0
1,1178,2.97,10300.0
1,1170,3.12,12000.0
1,1353,3.34,13400.0
1,1128,2.86,0.0
1,1152,2.85,0.0
1,1290,3.2,19500.0
0,1421,3.49,17400.0
1,1001,2.67,0.0
1,1285,3.4,14100.0
1,1098,2.58,0.0
1,1182,2.99,10400.0
0,1528,3.64,0.0
0,1440,3.65,5800.0
0,1403,3.44,8800.0
0,1482,3.84,0.0
1,1086,2.75,0.0
1,1103,2.63,0.0
1,1048,2.8,0.0
1,1017,2.45,0.0
1,1034,2.67,11399.999999999998
0,1392,3.55,9700.0
0,1429,3.68,0.0
1,1211,2.96,0.0
0,1373,3.47,0.0
0,1439,3.76,19400.0
0,1279,3.09,0.0
0,1407,3.57,9200.0
0,1448,3.59,15400.0
0,1534,3.73,14800.0
1,1172,2.86,0.0
0,1537,3.65,6300.0
0,1440,3.53,9500.0
0,1344,3.33,0.0
0,1311,3.2,5400.0
0,1236,3.08,0.0
0,1467,3.69,24200.0
1,1141,2.95,23200.0
1,1353,3.51,17500.0
1,1189,3.15,0.0
1,1002,2.55,0.0
1,1135,2.72,9000.0
1,1075,2.77,0.0
0,1446,3.7,21700.0
1,1026,2.57,0.0
1,1104,2.82,0.0
1,1233,3.11,6000.0
1,1209,2.96,0.0
0,1425,3.37,17900.0
1,1092,2.54,6000.0
0,1422,3.47,17500.0
1,1181,3.07,0.0
0,1424,3.54,18900.0
0,1374,3.55,13899.999999999998
1,1147,3.03,0.0
0,1217,3.2,0.0
0,1342,3.49,0.0
0,1310,3.39,7900.0
0,1319,3.38,9000.0
0,1466,3.82,11000.0
0,1529,3.81,7500.0
0,1426,3.48,18000.0
1,1219,2.86,6500.0
0,1551,3.74,0.0
1,1218,2.97,0.0
1,1123,2.8,10000.0
1,1021,2.52,0.0
0,1481,3.7,8400.0
0,1341,3.38,0.0
0,1467,3.64,8400.0
1,1328,3.38,17700.0
1,1134,2.95,14200.0
1,1252,2.95,7700.0
1,1152,2.68,0.0
1,1307,3.16,11200.000000000002
0,1524,3.93,0.0
0,1298,3.3,0.0
1,1127,2.72,14800.0
0,1292,3.05,0.0
1,1344,3.33,17400.0
0,1442,3.66,21300.0
0,1319,3.48,0.0
0,1533,3.98,12600.0
0,1490,3.58,17800.0
0,1425,3.42,5100.0
1,1104,2.78,0.0
1,1139,2.85,0.0
0,1335,3.16,0.0
0,1505,3.87,5800.0
0,1529,3.66,12400.0
0,1382,3.53,5699.999999999999
1,1168,2.96,12700.0
0,1404,3.39,0.0
1,1222,3.13,13000.0
1,1242,2.93,0.0
1,1253,3.08,8600.0
1,1442,3.5,22200.000000000004
0,1568,3.83,9000.0
0,1496,3.68,24600.0
0,1452,3.56,12900.0
0,1342,3.46,9900.0
0,1473,3.64,12900.0
0,1212,3.14,0.0
0,1551,4.02,0.0
0,1358,3.49,10100.0
0,1270,3.07,0.0
0,1501,3.78,17700.0
0,1524,3.65,13500.0
1,1151,2.75,9600.0
0,1453,3.55,23200.0
0,1492,3.58,25000.0
1,1007,2.7,0.0
0,1507,3.87,23200.0
0,1428,3.55,20299.999999999996
1,1158,2.78,13100.0
0,1382,3.37,9200.0
0,1273,3.13,0.0
1,1050,2.48,0.0
1,1239,3.27,13200.0
0,1522,3.95,14100.0
1,1112,2.74,14200.0
1,1428,3.47,21700.0
0,1527,3.73,6300.0
0,1381,3.52,15700.0
0,1269,3.06,0.0
1,1083,2.64,0.0
1,1029,2.62,0.0
0,1468,3.78,14200.0
1,1139,2.88,5400.0
1,1191,2.92,8100.000000000001
0,1248,2.98,0.0
0,1286,3.08,0.0
1,1059,2.73,0.0
0,1557,4.04,7400.0
0,1338,3.21,6899.999999999999
0,1416,3.63,17300.0
1,1159,2.77,16299.999999999998
1,1020,2.54,0.0
1,1401,3.49,24300.0
1,1198,3.14,0.0
0,1545,3.7,7800.0
1,1313,3.08,24000.0
0,1507,3.82,5200.0
0,1507,3.96,21500.0
0,1317,3.38,10900.0
1,1170,3.11,0.0
0,1301,3.24,0.0
1,1015,2.69,0.0
0,1425,3.62,14000.0
1,1367,3.5,20099.999999999996
0,1471,3.85,0.0
